movement,estimate,year,or_county,location,tag
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,13,2016,,Wisconsin,OOS
MOVEDIN,9,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,9,2017,,Wisconsin,OOS
MOVEDIN,11,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,11,2018,,Wisconsin,OOS
MOVEDIN,12,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,12,2019,,Wisconsin,OOS
MOVEDIN,30,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,30,2015,,Wisconsin,OOS
MOVEDIN,15,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,15,2016,,Wisconsin,OOS
MOVEDIN,11,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,11,2017,,Wisconsin,OOS
MOVEDIN,12,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,12,2018,,Wisconsin,OOS
MOVEDIN,13,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,13,2019,,Wisconsin,OOS
MOVEDIN,1,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,1,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,1,2010,,Wisconsin,OOS
MOVEDNET,-1,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,1,2011,,Wisconsin,OOS
MOVEDNET,-1,2011,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,3,2019,,Wisconsin,OOS
MOVEDNET,-3,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,6,2020,,Wisconsin,OOS
MOVEDNET,-6,2020,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,2,2015,,Wisconsin,OOS
MOVEDNET,-2,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,3,2016,,Wisconsin,OOS
MOVEDNET,-3,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,3,2017,,Wisconsin,OOS
MOVEDNET,-3,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,3,2018,,Wisconsin,OOS
MOVEDNET,-3,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,3,2019,,Wisconsin,OOS
MOVEDNET,-3,2019,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,2,2011,,Wisconsin,OOS
MOVEDNET,-2,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,3,2012,,Wisconsin,OOS
MOVEDNET,-3,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,2,2013,,Wisconsin,OOS
MOVEDNET,-2,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,1,2014,,Wisconsin,OOS
MOVEDNET,-1,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,2,2015,,Wisconsin,OOS
MOVEDNET,-2,2015,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,11,2011,,Wisconsin,OOS
MOVEDNET,-11,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,10,2012,,Wisconsin,OOS
MOVEDNET,-10,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,9,2013,,Wisconsin,OOS
MOVEDNET,-9,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,9,2014,,Wisconsin,OOS
MOVEDNET,-9,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,7,2015,,Wisconsin,OOS
MOVEDNET,-7,2015,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,36,2012,,Wisconsin,OOS
MOVEDNET,-36,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,31,2013,,Wisconsin,OOS
MOVEDNET,-31,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,22,2014,,Wisconsin,OOS
MOVEDNET,-22,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,15,2015,,Wisconsin,OOS
MOVEDNET,-15,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,22,2016,,Wisconsin,OOS
MOVEDNET,-22,2016,,Wisconsin,OOS
MOVEDIN,25,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,25,2019,,Wisconsin,OOS
MOVEDIN,23,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,23,2020,,Wisconsin,OOS
MOVEDIN,18,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,18,2015,,Wisconsin,OOS
MOVEDIN,17,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,17,2016,,Wisconsin,OOS
MOVEDIN,23,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,23,2017,,Wisconsin,OOS
MOVEDIN,23,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,23,2018,,Wisconsin,OOS
MOVEDIN,19,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,19,2019,,Wisconsin,OOS
MOVEDIN,21,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,21,2010,,Wisconsin,OOS
MOVEDIN,17,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,17,2011,,Wisconsin,OOS
MOVEDIN,14,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,14,2012,,Wisconsin,OOS
MOVEDIN,10,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,10,2013,,Wisconsin,OOS
MOVEDIN,13,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,13,2014,,Wisconsin,OOS
MOVEDIN,22,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,22,2010,,Wisconsin,OOS
MOVEDIN,17,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,17,2011,,Wisconsin,OOS
MOVEDIN,15,2012,,Wisconsin,OOS
MOVEDOUT,52,2012,,Wisconsin,OOS
MOVEDNET,-37,2012,,Wisconsin,OOS
MOVEDIN,11,2013,,Wisconsin,OOS
MOVEDOUT,60,2013,,Wisconsin,OOS
MOVEDNET,-49,2013,,Wisconsin,OOS
MOVEDIN,14,2014,,Wisconsin,OOS
MOVEDOUT,75,2014,,Wisconsin,OOS
MOVEDNET,-61,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,59,2015,,Wisconsin,OOS
MOVEDNET,-59,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,48,2016,,Wisconsin,OOS
MOVEDNET,-48,2016,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,6,2012,,Wisconsin,OOS
MOVEDNET,-6,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,7,2013,,Wisconsin,OOS
MOVEDNET,-7,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,6,2014,,Wisconsin,OOS
MOVEDNET,-6,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,7,2015,,Wisconsin,OOS
MOVEDNET,-7,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,6,2016,,Wisconsin,OOS
MOVEDNET,-6,2016,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,4,2015,,Wisconsin,OOS
MOVEDNET,-4,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,4,2016,,Wisconsin,OOS
MOVEDNET,-4,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,4,2017,,Wisconsin,OOS
MOVEDNET,-4,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,4,2018,,Wisconsin,OOS
MOVEDNET,-4,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,4,2019,,Wisconsin,OOS
MOVEDNET,-4,2019,,Wisconsin,OOS
MOVEDIN,14,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,14,2010,,Wisconsin,OOS
MOVEDIN,13,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,13,2012,,Wisconsin,OOS
MOVEDIN,13,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,13,2013,,Wisconsin,OOS
MOVEDIN,17,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,17,2014,,Wisconsin,OOS
MOVEDIN,9,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,9,2018,,Wisconsin,OOS
MOVEDIN,8,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,8,2019,,Wisconsin,OOS
MOVEDIN,2,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,2,2020,,Wisconsin,OOS
MOVEDIN,12,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,12,2011,,Wisconsin,OOS
MOVEDIN,81,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,81,2010,,Wisconsin,OOS
MOVEDIN,89,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,89,2011,,Wisconsin,OOS
MOVEDIN,116,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,116,2012,,Wisconsin,OOS
MOVEDIN,117,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,117,2013,,Wisconsin,OOS
MOVEDIN,25,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,25,2014,,Wisconsin,OOS
MOVEDIN,24,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,24,2015,,Wisconsin,OOS
MOVEDIN,24,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,24,2016,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,20,2010,,Wisconsin,OOS
MOVEDNET,-20,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,21,2011,,Wisconsin,OOS
MOVEDNET,-21,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,19,2012,,Wisconsin,OOS
MOVEDNET,-19,2012,,Wisconsin,OOS
MOVEDIN,17,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,17,2010,,Wisconsin,OOS
MOVEDIN,16,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,16,2011,,Wisconsin,OOS
MOVEDIN,13,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,13,2010,,Wisconsin,OOS
MOVEDIN,13,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,13,2011,,Wisconsin,OOS
MOVEDIN,10,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,10,2012,,Wisconsin,OOS
MOVEDIN,8,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,8,2013,,Wisconsin,OOS
MOVEDIN,8,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,8,2014,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,3,2017,,Wisconsin,OOS
MOVEDNET,-3,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,3,2018,,Wisconsin,OOS
MOVEDNET,-3,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,3,2019,,Wisconsin,OOS
MOVEDNET,-3,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,3,2010,,Wisconsin,OOS
MOVEDNET,-3,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,3,2011,,Wisconsin,OOS
MOVEDNET,-3,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,3,2012,,Wisconsin,OOS
MOVEDNET,-3,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,3,2013,,Wisconsin,OOS
MOVEDNET,-3,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,2,2014,,Wisconsin,OOS
MOVEDNET,-2,2014,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,2,2018,,Wisconsin,OOS
MOVEDNET,-2,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,24,2010,,Wisconsin,OOS
MOVEDNET,-24,2010,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,5,2012,,Wisconsin,OOS
MOVEDNET,-5,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,5,2013,,Wisconsin,OOS
MOVEDNET,-5,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,5,2014,,Wisconsin,OOS
MOVEDNET,-5,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,4,2015,,Wisconsin,OOS
MOVEDNET,-4,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,5,2016,,Wisconsin,OOS
MOVEDNET,-5,2016,,Wisconsin,OOS
MOVEDIN,14,2010,,Wisconsin,OOS
MOVEDOUT,0,2010,,Wisconsin,OOS
MOVEDNET,14,2010,,Wisconsin,OOS
MOVEDIN,14,2011,,Wisconsin,OOS
MOVEDOUT,0,2011,,Wisconsin,OOS
MOVEDNET,14,2011,,Wisconsin,OOS
MOVEDIN,14,2012,,Wisconsin,OOS
MOVEDOUT,0,2012,,Wisconsin,OOS
MOVEDNET,14,2012,,Wisconsin,OOS
MOVEDIN,16,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,16,2013,,Wisconsin,OOS
MOVEDIN,13,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,13,2014,,Wisconsin,OOS
MOVEDIN,7,2013,,Wisconsin,OOS
MOVEDOUT,0,2013,,Wisconsin,OOS
MOVEDNET,7,2013,,Wisconsin,OOS
MOVEDIN,12,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,12,2014,,Wisconsin,OOS
MOVEDIN,12,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,12,2015,,Wisconsin,OOS
MOVEDIN,14,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,14,2016,,Wisconsin,OOS
MOVEDIN,14,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,14,2017,,Wisconsin,OOS
MOVEDIN,6,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,6,2020,,Wisconsin,OOS
MOVEDIN,55,2010,,Wisconsin,OOS
MOVEDOUT,85,2010,,Wisconsin,OOS
MOVEDNET,-30,2010,,Wisconsin,OOS
MOVEDIN,47,2011,,Wisconsin,OOS
MOVEDOUT,134,2011,,Wisconsin,OOS
MOVEDNET,-87,2011,,Wisconsin,OOS
MOVEDIN,45,2012,,Wisconsin,OOS
MOVEDOUT,227,2012,,Wisconsin,OOS
MOVEDNET,-182,2012,,Wisconsin,OOS
MOVEDIN,137,2013,,Wisconsin,OOS
MOVEDOUT,184,2013,,Wisconsin,OOS
MOVEDNET,-47,2013,,Wisconsin,OOS
MOVEDIN,88,2014,,Wisconsin,OOS
MOVEDOUT,153,2014,,Wisconsin,OOS
MOVEDNET,-65,2014,,Wisconsin,OOS
MOVEDIN,85,2015,,Wisconsin,OOS
MOVEDOUT,103,2015,,Wisconsin,OOS
MOVEDNET,-18,2015,,Wisconsin,OOS
MOVEDIN,100,2016,,Wisconsin,OOS
MOVEDOUT,99,2016,,Wisconsin,OOS
MOVEDNET,1,2016,,Wisconsin,OOS
MOVEDIN,138,2017,,Wisconsin,OOS
MOVEDOUT,70,2017,,Wisconsin,OOS
MOVEDNET,68,2017,,Wisconsin,OOS
MOVEDIN,31,2018,,Wisconsin,OOS
MOVEDOUT,114,2018,,Wisconsin,OOS
MOVEDNET,-83,2018,,Wisconsin,OOS
MOVEDIN,55,2019,,Wisconsin,OOS
MOVEDOUT,96,2019,,Wisconsin,OOS
MOVEDNET,-41,2019,,Wisconsin,OOS
MOVEDIN,59,2020,,Wisconsin,OOS
MOVEDOUT,65,2020,,Wisconsin,OOS
MOVEDNET,-6,2020,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,5,2018,,Wisconsin,OOS
MOVEDNET,-5,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,5,2019,,Wisconsin,OOS
MOVEDNET,-5,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,4,2020,,Wisconsin,OOS
MOVEDNET,-4,2020,,Wisconsin,OOS
MOVEDIN,0,2010,,Wisconsin,OOS
MOVEDOUT,12,2010,,Wisconsin,OOS
MOVEDNET,-12,2010,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,14,2011,,Wisconsin,OOS
MOVEDNET,-14,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,5,2012,,Wisconsin,OOS
MOVEDNET,-5,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,5,2013,,Wisconsin,OOS
MOVEDNET,-5,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,6,2014,,Wisconsin,OOS
MOVEDNET,-6,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,3,2015,,Wisconsin,OOS
MOVEDNET,-3,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,4,2016,,Wisconsin,OOS
MOVEDNET,-4,2016,,Wisconsin,OOS
MOVEDIN,6,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,6,2016,,Wisconsin,OOS
MOVEDIN,9,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,9,2017,,Wisconsin,OOS
MOVEDIN,7,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,7,2018,,Wisconsin,OOS
MOVEDIN,10,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,10,2019,,Wisconsin,OOS
MOVEDIN,12,2020,,Wisconsin,OOS
MOVEDOUT,0,2020,,Wisconsin,OOS
MOVEDNET,12,2020,,Wisconsin,OOS
MOVEDIN,0,2011,,Wisconsin,OOS
MOVEDOUT,5,2011,,Wisconsin,OOS
MOVEDNET,-5,2011,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,4,2012,,Wisconsin,OOS
MOVEDNET,-4,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,4,2013,,Wisconsin,OOS
MOVEDNET,-4,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,4,2014,,Wisconsin,OOS
MOVEDNET,-4,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,3,2015,,Wisconsin,OOS
MOVEDNET,-3,2015,,Wisconsin,OOS
MOVEDIN,15,2014,,Wisconsin,OOS
MOVEDOUT,0,2014,,Wisconsin,OOS
MOVEDNET,15,2014,,Wisconsin,OOS
MOVEDIN,13,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,13,2015,,Wisconsin,OOS
MOVEDIN,17,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,17,2016,,Wisconsin,OOS
MOVEDIN,20,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,20,2017,,Wisconsin,OOS
MOVEDIN,25,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,25,2018,,Wisconsin,OOS
MOVEDIN,5,2015,,Wisconsin,OOS
MOVEDOUT,0,2015,,Wisconsin,OOS
MOVEDNET,5,2015,,Wisconsin,OOS
MOVEDIN,5,2016,,Wisconsin,OOS
MOVEDOUT,0,2016,,Wisconsin,OOS
MOVEDNET,5,2016,,Wisconsin,OOS
MOVEDIN,6,2017,,Wisconsin,OOS
MOVEDOUT,0,2017,,Wisconsin,OOS
MOVEDNET,6,2017,,Wisconsin,OOS
MOVEDIN,6,2018,,Wisconsin,OOS
MOVEDOUT,0,2018,,Wisconsin,OOS
MOVEDNET,6,2018,,Wisconsin,OOS
MOVEDIN,6,2019,,Wisconsin,OOS
MOVEDOUT,0,2019,,Wisconsin,OOS
MOVEDNET,6,2019,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,1,2017,,Wisconsin,OOS
MOVEDNET,-1,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,1,2018,,Wisconsin,OOS
MOVEDNET,-1,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2020,,Wisconsin,OOS
MOVEDOUT,2,2020,,Wisconsin,OOS
MOVEDNET,-2,2020,,Wisconsin,OOS
MOVEDIN,13,2010,,Wisconsin,OOS
MOVEDOUT,37,2010,,Wisconsin,OOS
MOVEDNET,-24,2010,,Wisconsin,OOS
MOVEDIN,16,2011,,Wisconsin,OOS
MOVEDOUT,42,2011,,Wisconsin,OOS
MOVEDNET,-26,2011,,Wisconsin,OOS
MOVEDIN,23,2012,,Wisconsin,OOS
MOVEDOUT,13,2012,,Wisconsin,OOS
MOVEDNET,10,2012,,Wisconsin,OOS
MOVEDIN,30,2013,,Wisconsin,OOS
MOVEDOUT,11,2013,,Wisconsin,OOS
MOVEDNET,19,2013,,Wisconsin,OOS
MOVEDIN,22,2014,,Wisconsin,OOS
MOVEDOUT,26,2014,,Wisconsin,OOS
MOVEDNET,-4,2014,,Wisconsin,OOS
MOVEDIN,53,2015,,Wisconsin,OOS
MOVEDOUT,23,2015,,Wisconsin,OOS
MOVEDNET,30,2015,,Wisconsin,OOS
MOVEDIN,93,2016,,Wisconsin,OOS
MOVEDOUT,24,2016,,Wisconsin,OOS
MOVEDNET,69,2016,,Wisconsin,OOS
MOVEDIN,125,2017,,Wisconsin,OOS
MOVEDOUT,60,2017,,Wisconsin,OOS
MOVEDNET,65,2017,,Wisconsin,OOS
MOVEDIN,124,2018,,Wisconsin,OOS
MOVEDOUT,104,2018,,Wisconsin,OOS
MOVEDNET,20,2018,,Wisconsin,OOS
MOVEDIN,128,2019,,Wisconsin,OOS
MOVEDOUT,96,2019,,Wisconsin,OOS
MOVEDNET,32,2019,,Wisconsin,OOS
MOVEDIN,149,2020,,Wisconsin,OOS
MOVEDOUT,95,2020,,Wisconsin,OOS
MOVEDNET,54,2020,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,1,2015,,Wisconsin,OOS
MOVEDNET,-1,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,1,2016,,Wisconsin,OOS
MOVEDNET,-1,2016,,Wisconsin,OOS
MOVEDIN,0,2017,,Wisconsin,OOS
MOVEDOUT,1,2017,,Wisconsin,OOS
MOVEDNET,-1,2017,,Wisconsin,OOS
MOVEDIN,0,2018,,Wisconsin,OOS
MOVEDOUT,1,2018,,Wisconsin,OOS
MOVEDNET,-1,2018,,Wisconsin,OOS
MOVEDIN,0,2019,,Wisconsin,OOS
MOVEDOUT,1,2019,,Wisconsin,OOS
MOVEDNET,-1,2019,,Wisconsin,OOS
MOVEDIN,0,2012,,Wisconsin,OOS
MOVEDOUT,7,2012,,Wisconsin,OOS
MOVEDNET,-7,2012,,Wisconsin,OOS
MOVEDIN,0,2013,,Wisconsin,OOS
MOVEDOUT,4,2013,,Wisconsin,OOS
MOVEDNET,-4,2013,,Wisconsin,OOS
MOVEDIN,0,2014,,Wisconsin,OOS
MOVEDOUT,4,2014,,Wisconsin,OOS
MOVEDNET,-4,2014,,Wisconsin,OOS
MOVEDIN,0,2015,,Wisconsin,OOS
MOVEDOUT,6,2015,,Wisconsin,OOS
MOVEDNET,-6,2015,,Wisconsin,OOS
MOVEDIN,0,2016,,Wisconsin,OOS
MOVEDOUT,5,2016,,Wisconsin,OOS
